File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
4007,2021/06/15 06:15:02,22.60,43.3,9.49,
4008,2021/06/15 06:30:02,22.56,43.3,9.46,
4009,2021/06/15 06:45:02,22.51,43.6,9.51,
4010,2021/06/15 07:00:02,22.51,43.8,9.58,
4011,2021/06/15 07:15:02,22.51,43.4,9.45,
4012,2021/06/15 07:30:02,22.49,43.7,9.53,
4013,2021/06/15 07:45:02,22.54,43.6,9.54,
4014,2021/06/15 08:00:02,22.51,43.6,9.51,
4015,2021/06/15 08:15:02,22.49,43.7,9.53,
4016,2021/06/15 08:30:02,22.53,43.6,9.53,
4017,2021/06/15 08:45:02,22.53,43.8,9.60,
4018,2021/06/15 09:00:02,22.60,43.8,9.66,
4019,2021/06/15 09:15:02,22.63,43.8,9.69,
4020,2021/06/15 09:30:02,22.60,43.7,9.63,
4021,2021/06/15 09:45:02,22.61,43.8,9.67,
4022,2021/06/15 10:00:02,23.32,42.4,9.83,
4023,2021/06/15 10:15:02,22.54,43.1,9.37,
4024,2021/06/15 10:30:02,22.43,44.1,9.61,
4025,2021/06/15 10:45:02,22.49,43.8,9.56,
4026,2021/06/15 11:00:02,22.53,44.0,9.67,
4027,2021/06/15 11:15:02,22.61,43.8,9.67,
4028,2021/06/15 11:30:02,22.64,43.6,9.63,
4029,2021/06/15 11:45:02,22.67,43.6,9.66,
4030,2021/06/15 12:00:02,22.67,43.0,9.45,
4031,2021/06/15 12:15:02,22.56,42.7,9.25,
4032,2021/06/15 12:30:02,22.56,42.4,9.14,
4033,2021/06/15 12:45:02,22.60,42.9,9.35,
4034,2021/06/15 13:00:02,22.66,42.7,9.34,
4035,2021/06/15 13:15:02,22.61,42.8,9.33,
4036,2021/06/15 13:30:02,22.59,42.5,9.21,
4037,2021/06/15 13:45:02,22.61,42.5,9.22,
4038,2021/06/15 14:00:02,22.57,42.7,9.26,
4039,2021/06/15 14:15:02,22.57,42.9,9.33,
4040,2021/06/15 14:30:02,22.46,41.7,8.81,
4041,2021/06/15 14:45:02,22.25,41.7,8.62,
4042,2021/06/15 15:00:02,22.18,42.9,8.97,
4043,2021/06/15 15:15:02,22.30,43.4,9.26,
4044,2021/06/15 15:30:02,22.40,43.1,9.24,
4045,2021/06/15 15:45:02,22.43,43.1,9.27,
4046,2021/06/15 16:00:02,22.44,43.1,9.28,
4047,2021/06/15 16:15:02,22.44,43.0,9.24,
4048,2021/06/15 16:30:02,22.33,42.8,9.07,
4049,2021/06/15 16:45:02,22.23,42.7,8.95,
4050,2021/06/15 17:00:02,22.22,43.0,9.04,
4051,2021/06/15 17:15:02,22.14,42.9,8.94,
4052,2021/06/15 17:30:02,22.12,43.5,9.13,
4053,2021/06/15 17:45:02,22.35,39.3,7.83,
4054,2021/06/15 18:00:02,21.89,42.1,8.44,
4055,2021/06/15 18:15:02,21.89,42.9,8.71,
4056,2021/06/15 18:30:02,22.14,43.4,9.11,
4057,2021/06/15 18:45:02,22.32,42.7,9.03,
4058,2021/06/15 19:00:02,22.39,42.5,9.03,
4059,2021/06/15 19:15:02,22.39,42.3,8.96,
4060,2021/06/15 19:30:02,22.32,42.6,9.00,
4061,2021/06/15 19:45:02,22.32,42.7,9.03,
4062,2021/06/15 20:00:02,22.25,42.5,8.90,
4063,2021/06/15 20:15:02,22.25,42.4,8.86,
4064,2021/06/15 20:30:02,22.22,42.7,8.94,
4065,2021/06/15 20:45:02,22.25,42.3,8.83,
4066,2021/06/15 21:00:02,22.22,42.2,8.77,
4067,2021/06/15 21:15:02,22.15,42.3,8.74,
4068,2021/06/15 21:30:02,22.18,42.4,8.80,
4069,2021/06/15 21:45:02,22.22,42.3,8.80,
4070,2021/06/15 22:00:02,22.15,42.3,8.74,
4071,2021/06/15 22:15:02,22.12,42.3,8.71,
4072,2021/06/15 22:30:02,22.11,42.5,8.77,
4073,2021/06/15 22:45:02,22.14,42.5,8.80,
4074,2021/06/15 23:00:02,22.12,42.5,8.78,
4075,2021/06/15 23:15:02,22.15,42.3,8.74,
4076,2021/06/15 23:30:02,22.08,41.6,8.43,
4077,2021/06/15 23:45:02,21.92,41.6,8.29,
4078,2021/06/16 00:00:02,21.95,42.9,8.77,
4079,2021/06/16 00:15:02,22.02,42.8,8.80,
4080,2021/06/16 00:30:02,22.02,41.8,8.45,
4081,2021/06/16 00:45:02,21.91,42.3,8.52,
4082,2021/06/16 01:00:02,21.84,43.1,8.74,
4083,2021/06/16 01:15:02,22.02,43.1,8.90,
4084,2021/06/16 01:30:02,21.98,42.9,8.79,
4085,2021/06/16 01:45:02,21.96,42.9,8.78,
4086,2021/06/16 02:00:02,22.60,40.5,8.50,
4087,2021/06/16 02:15:02,22.14,42.8,8.90,
4088,2021/06/16 02:30:02,21.96,42.3,8.57,
4089,2021/06/16 02:45:02,21.96,42.1,8.50,
4090,2021/06/16 03:00:02,21.88,42.1,8.43,
4091,2021/06/16 03:15:02,21.96,43.0,8.81,
4092,2021/06/16 03:30:02,22.11,43.0,8.95,
4093,2021/06/16 03:45:02,22.16,43.1,9.03,
4094,2021/06/16 04:00:02,22.23,43.0,9.05,
4095,2021/06/16 04:15:02,22.28,42.8,9.03,
4096,2021/06/16 04:30:02,22.23,42.9,9.02,
4097,2021/06/16 04:45:02,22.30,42.7,9.01,
4098,2021/06/16 05:00:02,22.28,42.6,8.96,
4099,2021/06/16 05:15:02,22.25,42.6,8.93,
4100,2021/06/16 05:30:02,22.22,42.5,8.87,
4101,2021/06/16 05:45:02,22.09,41.4,8.37,
4102,2021/06/16 06:00:02,22.04,41.7,8.43,
4103,2021/06/16 06:15:02,22.09,42.4,8.72,
4104,2021/06/16 06:30:02,22.09,42.5,8.76,
4105,2021/06/16 06:45:02,22.04,42.6,8.74,
4106,2021/06/16 07:00:02,22.05,42.5,8.72,
4107,2021/06/16 07:15:02,22.05,43.1,8.93,
4108,2021/06/16 07:30:02,22.18,43.4,9.15,
4109,2021/06/16 07:45:02,22.26,42.7,8.98,
4110,2021/06/16 08:00:02,22.22,42.7,8.94,
4111,2021/06/16 08:15:02,22.23,42.6,8.92,
4112,2021/06/16 08:30:02,22.23,42.6,8.92,
4113,2021/06/16 08:45:02,22.23,42.5,8.88,
4114,2021/06/16 09:00:02,22.19,42.5,8.85,
4115,2021/06/16 09:15:02,22.15,42.4,8.77,
4116,2021/06/16 09:30:02,22.14,42.5,8.80,
4117,2021/06/16 09:45:02,22.15,37.8,7.08,
4118,2021/06/16 10:00:02,21.80,41.8,8.25,
4119,2021/06/16 10:15:02,21.75,41.3,8.03,
4120,2021/06/16 10:30:02,21.82,41.3,8.09,
4121,2021/06/16 10:45:02,21.78,40.8,7.87,
4122,2021/06/16 11:00:02,21.78,40.3,7.69,
4123,2021/06/16 11:15:02,21.89,40.7,7.94,
4124,2021/06/16 11:30:02,21.88,40.7,7.93,
4125,2021/06/16 11:45:02,21.91,40.6,7.92,
4126,2021/06/16 12:00:02,21.75,39.7,7.45,
4127,2021/06/16 12:15:02,21.51,40.2,7.41,
4128,2021/06/16 12:30:02,21.47,41.1,7.70,
4129,2021/06/16 12:45:02,21.43,40.9,7.59,
4130,2021/06/16 13:00:02,21.39,40.9,7.56,
4131,2021/06/16 13:15:02,21.29,41.1,7.54,
4132,2021/06/16 13:30:02,21.22,41.3,7.55,
4133,2021/06/16 13:45:02,21.00,41.5,7.42,
4134,2021/06/16 14:00:02,21.04,41.9,7.60,
4135,2021/06/16 14:15:02,21.09,41.8,7.61,
4136,2021/06/16 14:30:02,20.96,41.9,7.53,
4137,2021/06/16 14:45:02,20.84,42.3,7.56,
4138,2021/06/16 15:00:02,20.94,43.2,7.96,
4139,2021/06/16 15:15:02,20.94,42.8,7.82,
4140,2021/06/16 15:30:02,20.84,42.9,7.76,
4141,2021/06/16 15:45:02,20.84,42.9,7.76,
4142,2021/06/16 16:00:02,20.88,42.4,7.63,
4143,2021/06/16 16:15:02,20.84,42.6,7.66,
4144,2021/06/16 16:30:02,20.85,42.7,7.71,
4145,2021/06/16 16:45:02,20.84,42.8,7.73,
4146,2021/06/16 17:00:02,20.96,43.3,8.01,
4147,2021/06/16 17:15:02,20.91,42.7,7.76,
4148,2021/06/16 17:30:02,20.85,42.8,7.74,
4149,2021/06/16 17:45:02,20.94,43.4,8.03,
4150,2021/06/16 18:00:02,21.60,39.7,7.31,
4151,2021/06/16 18:15:02,21.02,41.7,7.51,
4152,2021/06/16 18:30:02,20.95,43.1,7.93,
4153,2021/06/16 18:45:02,20.92,42.7,7.77,
4154,2021/06/16 19:00:02,20.99,43.1,7.97,
4155,2021/06/16 19:15:02,20.94,42.8,7.82,
4156,2021/06/16 19:30:02,20.91,43.1,7.90,
4157,2021/06/16 19:45:02,20.92,43.3,7.97,
4158,2021/06/16 20:00:02,20.88,42.7,7.73,
4159,2021/06/16 20:15:02,20.75,42.8,7.65,
4160,2021/06/16 20:30:02,20.68,42.3,7.41,
4161,2021/06/16 20:45:02,20.67,42.5,7.47,
4162,2021/06/16 21:00:02,20.67,42.6,7.51,
4163,2021/06/16 21:15:02,20.67,42.3,7.41,
4164,2021/06/16 21:30:02,20.64,42.4,7.41,
4165,2021/06/16 21:45:02,20.57,43.0,7.55,
4166,2021/06/16 22:00:02,20.66,42.8,7.57,
4167,2021/06/16 22:15:02,20.44,42.5,7.27,
4168,2021/06/16 22:30:02,20.34,42.6,7.21,
4169,2021/06/16 22:45:02,20.45,42.9,7.41,
4170,2021/06/16 23:00:02,20.34,42.3,7.11,
4171,2021/06/16 23:15:02,20.45,43.1,7.48,
4172,2021/06/16 23:30:02,20.59,43.1,7.61,
4173,2021/06/16 23:45:02,20.59,43.0,7.57,
4174,2021/06/17 00:00:02,20.61,43.0,7.59,
4175,2021/06/17 00:15:02,20.57,43.0,7.55,
4176,2021/06/17 00:30:02,20.54,43.1,7.56,
4177,2021/06/17 00:45:02,20.45,43.2,7.51,
4178,2021/06/17 01:00:02,20.40,43.2,7.47,
4179,2021/06/17 01:15:02,20.39,43.3,7.49,
4180,2021/06/17 01:30:02,20.34,43.6,7.55,
4181,2021/06/17 01:45:02,20.78,42.8,7.68,
4182,2021/06/17 02:00:02,20.48,42.9,7.44,
4183,2021/06/17 02:15:02,20.29,43.4,7.44,
4184,2021/06/17 02:30:02,20.20,44.3,7.66,
4185,2021/06/17 02:45:02,20.26,44.7,7.84,
4186,2021/06/17 03:00:02,20.26,45.3,8.04,
4187,2021/06/17 03:15:02,20.30,44.3,7.75,
4188,2021/06/17 03:30:02,20.19,43.9,7.51,
4189,2021/06/17 03:45:02,20.18,44.0,7.54,
4190,2021/06/17 04:00:02,20.19,43.3,7.31,
4191,2021/06/17 04:15:02,20.08,43.3,7.21,
4192,2021/06/17 04:30:02,20.13,43.5,7.33,
4193,2021/06/17 04:45:02,20.20,43.4,7.36,
4194,2021/06/17 05:00:02,20.22,43.4,7.37,
4195,2021/06/17 05:15:02,20.08,43.2,7.18,
4196,2021/06/17 05:30:02,20.02,42.7,6.96,
4197,2021/06/17 05:45:02,20.13,43.4,7.29,
4198,2021/06/17 06:00:02,20.16,42.8,7.12,
4199,2021/06/17 06:15:02,20.18,42.8,7.13,
4200,2021/06/17 06:30:02,20.01,42.1,6.74,
4201,2021/06/17 06:45:02,19.93,42.1,6.67,
4202,2021/06/17 07:00:02,20.08,43.1,7.15,
4203,2021/06/17 07:15:02,20.09,42.7,7.02,
4204,2021/06/17 07:30:02,20.16,43.2,7.25,
4205,2021/06/17 07:45:02,20.20,42.8,7.15,
4206,2021/06/17 08:00:02,20.11,42.6,7.00,
4207,2021/06/17 08:15:02,20.06,43.6,7.30,
4208,2021/06/17 08:30:02,20.20,43.6,7.42,
4209,2021/06/17 08:45:02,20.20,42.9,7.19,
4210,2021/06/17 09:00:02,20.01,42.0,6.71,
4211,2021/06/17 09:15:02,19.91,42.6,6.82,
4212,2021/06/17 09:30:02,20.08,44.0,7.45,
4213,2021/06/17 09:45:02,20.04,42.2,6.80,
4214,2021/06/17 10:00:02,20.34,40.5,6.47,
4215,2021/06/17 10:15:02,20.04,42.9,7.04,
4216,2021/06/17 10:30:02,20.04,42.4,6.87,
4217,2021/06/17 10:45:02,20.13,43.8,7.43,
4218,2021/06/17 11:00:02,20.24,44.1,7.63,
4219,2021/06/17 11:15:02,20.20,42.0,6.88,
4220,2021/06/17 11:30:02,20.13,42.7,7.05,
4221,2021/06/17 11:45:02,20.20,43.6,7.42,
4222,2021/06/17 12:00:02,20.32,43.6,7.53,
4223,2021/06/17 12:15:02,20.32,43.4,7.46,
4224,2021/06/17 12:30:02,20.43,44.6,7.96,
4225,2021/06/17 12:45:02,20.36,43.1,7.40,
4226,2021/06/17 13:00:02,20.22,43.6,7.44,
4227,2021/06/17 13:15:02,20.22,43.7,7.47,
4228,2021/06/17 13:30:02,20.22,43.9,7.54,
4229,2021/06/17 13:45:02,20.20,43.7,7.46,
4230,2021/06/17 14:00:02,20.22,43.7,7.47,
4231,2021/06/17 14:15:02,20.13,43.4,7.29,
4232,2021/06/17 14:30:02,20.02,43.3,7.16,
4233,2021/06/17 14:45:02,20.01,43.4,7.18,
4234,2021/06/17 15:00:02,20.04,43.5,7.25,
4235,2021/06/17 15:15:02,20.04,43.3,7.18,
4236,2021/06/17 15:30:02,20.05,43.3,7.19,
4237,2021/06/17 15:45:02,20.13,43.3,7.26,
4238,2021/06/17 16:00:02,20.16,43.4,7.32,
4239,2021/06/17 16:15:02,20.16,43.1,7.22,
4240,2021/06/17 16:30:02,20.13,43.4,7.29,
4241,2021/06/17 16:45:02,20.15,43.2,7.24,
4242,2021/06/17 17:00:02,20.04,43.1,7.11,
4243,2021/06/17 17:15:02,20.12,43.5,7.32,
4244,2021/06/17 17:30:02,20.34,46.6,8.53,
4245,2021/06/17 17:45:02,20.55,43.0,7.54,
4246,2021/06/17 18:00:02,20.19,42.6,7.08,
4247,2021/06/17 18:15:02,20.06,42.9,7.06,
4248,2021/06/17 18:30:02,19.98,42.6,6.88,
4249,2021/06/17 18:45:02,19.92,42.6,6.83,
4250,2021/06/17 19:00:02,19.88,42.3,6.69,
4251,2021/06/17 19:15:02,19.89,42.2,6.67,
4252,2021/06/17 19:30:02,19.92,42.1,6.66,
4253,2021/06/17 19:45:02,19.93,42.0,6.63,
4254,2021/06/17 20:00:02,19.95,41.9,6.62,
4255,2021/06/17 20:15:02,19.96,41.7,6.56,
4256,2021/06/17 20:30:02,19.96,41.5,6.49,
4257,2021/06/17 20:45:02,19.96,41.4,6.45,
4258,2021/06/17 21:00:02,19.92,41.3,6.38,
4259,2021/06/17 21:15:02,19.89,41.2,6.32,
4260,2021/06/17 21:30:02,19.96,40.8,6.24,
4261,2021/06/17 21:45:02,19.88,41.0,6.24,
4262,2021/06/17 22:00:02,20.18,40.5,6.33,
4263,2021/06/17 22:15:02,20.26,40.1,6.26,
4264,2021/06/17 22:30:02,20.19,40.2,6.23,
4265,2021/06/17 22:45:02,20.05,40.4,6.18,
4266,2021/06/17 23:00:02,19.93,40.5,6.11,
4267,2021/06/17 23:15:02,19.96,40.5,6.13,
4268,2021/06/17 23:30:02,20.01,40.7,6.25,
4269,2021/06/17 23:45:02,19.98,40.8,6.26,
4270,2021/06/18 00:00:02,19.95,41.0,6.30,
4271,2021/06/18 00:15:02,19.91,41.2,6.34,
4272,2021/06/18 00:30:02,19.91,41.3,6.37,
4273,2021/06/18 00:45:02,19.84,41.5,6.38,
4274,2021/06/18 01:00:02,19.82,41.7,6.43,
4275,2021/06/18 01:15:02,19.95,41.5,6.48,
4276,2021/06/18 01:30:02,19.79,42.0,6.51,
4277,2021/06/18 01:45:02,20.06,41.9,6.72,
4278,2021/06/18 02:00:02,20.39,41.2,6.77,
4279,2021/06/18 02:15:02,20.12,41.8,6.74,
4280,2021/06/18 02:30:02,19.96,42.4,6.80,
4281,2021/06/18 02:45:02,19.89,42.6,6.80,
4282,2021/06/18 03:00:02,19.91,42.8,6.89,
4283,2021/06/18 03:15:02,19.88,43.1,6.96,
4284,2021/06/18 03:30:02,19.86,43.2,6.98,
4285,2021/06/18 03:45:02,19.86,43.2,6.98,
4286,2021/06/18 04:00:02,19.84,43.3,7.00,
4287,2021/06/18 04:15:02,19.81,44.0,7.20,
4288,2021/06/18 04:30:02,19.88,43.6,7.13,
4289,2021/06/18 04:45:02,19.78,43.8,7.11,
4290,2021/06/18 05:00:02,19.75,43.8,7.08,
4291,2021/06/18 05:15:02,19.75,44.1,7.18,
4292,2021/06/18 05:30:02,19.92,44.0,7.30,
4293,2021/06/18 05:45:02,20.04,43.5,7.25,
4294,2021/06/18 06:00:02,20.11,43.4,7.27,
4295,2021/06/18 06:15:02,20.12,43.5,7.32,
4296,2021/06/18 06:30:02,20.16,43.4,7.32,
4297,2021/06/18 06:45:02,20.16,43.4,7.32,
4298,2021/06/18 07:00:02,20.13,43.4,7.29,
4299,2021/06/18 07:15:02,20.12,43.3,7.25,
4300,2021/06/18 07:30:02,20.12,43.1,7.18,
4301,2021/06/18 07:45:02,19.93,43.7,7.21,
4302,2021/06/18 08:00:02,19.81,43.7,7.10,
4303,2021/06/18 08:15:02,19.74,43.8,7.07,
4304,2021/06/18 08:30:02,19.88,44.0,7.27,
4305,2021/06/18 08:45:02,19.78,43.8,7.11,
4306,2021/06/18 09:00:02,19.61,43.8,6.96,
4307,2021/06/18 09:15:02,19.61,44.2,7.09,
4308,2021/06/18 09:30:02,20.24,45.0,7.92,
4309,2021/06/18 09:45:02,20.24,43.3,7.36,
4310,2021/06/18 10:00:02,19.85,42.7,6.80,
4311,2021/06/18 10:15:02,21.08,40.7,7.21,
4312,2021/06/18 10:30:02,21.92,38.6,7.19,
4313,2021/06/18 10:45:02,22.26,37.9,7.22,
4314,2021/06/18 11:00:02,22.25,37.6,7.10,
4315,2021/06/18 11:15:02,22.35,37.5,7.15,
4316,2021/06/18 11:30:02,22.43,37.5,7.22,
4317,2021/06/18 11:45:02,22.47,37.5,7.25,
4318,2021/06/18 12:00:02,22.32,37.9,7.28,
4319,2021/06/18 12:15:02,22.47,37.6,7.29,
4320,2021/06/18 12:30:02,22.57,37.8,7.46,
4321,2021/06/18 12:45:02,22.51,37.9,7.44,
4322,2021/06/18 13:00:02,22.57,38.4,7.69,
4323,2021/06/18 13:15:02,22.64,38.4,7.75,
4324,2021/06/18 13:30:02,22.61,38.6,7.80,
4325,2021/06/18 13:45:02,22.66,38.5,7.81,
4326,2021/06/18 14:00:02,22.53,38.7,7.77,
4327,2021/06/18 14:15:02,22.51,38.8,7.79,
4328,2021/06/18 14:30:02,22.47,39.3,7.94,
4329,2021/06/18 14:45:02,22.64,39.0,7.98,
4330,2021/06/18 15:00:02,22.64,39.4,8.13,
4331,2021/06/18 15:15:02,22.75,39.3,8.19,
4332,2021/06/18 15:30:02,22.71,39.2,8.12,
4333,2021/06/18 15:45:02,22.77,39.3,8.21,
4334,2021/06/18 16:00:02,22.64,39.6,8.21,
4335,2021/06/18 16:15:02,22.96,39.4,8.42,
4336,2021/06/18 16:30:02,23.08,39.2,8.45,
4337,2021/06/18 16:45:02,23.07,39.3,8.48,
4338,2021/06/18 17:00:02,23.15,39.5,8.62,
4339,2021/06/18 17:15:02,22.96,39.6,8.49,
4340,2021/06/18 17:30:02,23.12,39.6,8.63,
4341,2021/06/18 17:45:02,23.74,41.1,9.74,
4342,2021/06/18 18:00:02,23.14,38.3,8.16,
4343,2021/06/18 18:15:02,23.02,38.8,8.24,
4344,2021/06/18 18:30:02,23.19,38.9,8.43,
4345,2021/06/18 18:45:02,23.22,38.9,8.46,
4346,2021/06/18 19:00:02,23.26,39.1,8.57,
4347,2021/06/18 19:15:02,23.35,38.6,8.46,
4348,2021/06/18 19:30:02,23.21,38.6,8.34,
4349,2021/06/18 19:45:02,22.92,39.2,8.30,
4350,2021/06/18 20:00:02,22.95,39.2,8.33,
4351,2021/06/18 20:15:02,23.07,39.3,8.48,
4352,2021/06/18 20:30:02,23.19,39.0,8.47,
4353,2021/06/18 20:45:02,23.18,39.0,8.46,
4354,2021/06/18 21:00:02,23.32,38.6,8.44,
4355,2021/06/18 21:15:02,23.46,38.8,8.64,
4356,2021/06/18 21:30:02,23.42,38.5,8.49,
4357,2021/06/18 21:45:02,23.50,38.1,8.40,
4358,2021/06/18 22:00:02,23.40,38.5,8.47,
4359,2021/06/18 22:15:02,23.66,39.1,8.93,
4360,2021/06/18 22:30:02,23.73,39.2,9.03,
4361,2021/06/18 22:45:02,23.88,38.3,8.82,
4362,2021/06/18 23:00:02,23.92,38.2,8.81,
4363,2021/06/18 23:15:02,23.84,38.6,8.90,
4364,2021/06/18 23:30:02,23.84,38.2,8.74,
4365,2021/06/18 23:45:02,23.87,37.9,8.65,
4366,2021/06/19 00:00:02,23.77,38.2,8.68,
4367,2021/06/19 00:15:02,23.92,38.1,8.78,
4368,2021/06/19 00:30:02,23.94,37.9,8.72,
4369,2021/06/19 00:45:02,23.83,38.1,8.70,
4370,2021/06/19 01:00:02,23.95,37.7,8.65,
4371,2021/06/19 01:15:02,23.90,37.8,8.64,
4372,2021/06/19 01:30:02,23.84,38.0,8.67,
4373,2021/06/19 01:45:02,23.90,38.3,8.84,
4374,2021/06/19 02:00:02,24.50,41.9,10.71,
4375,2021/06/19 02:15:02,24.29,37.5,8.87,
4376,2021/06/19 02:30:02,24.08,37.5,8.68,
4377,2021/06/19 02:45:02,24.24,38.4,9.18,
4378,2021/06/19 03:00:02,24.28,37.8,8.98,
4379,2021/06/19 03:15:02,24.15,38.0,8.94,
4380,2021/06/19 03:30:02,24.19,38.1,9.02,
4381,2021/06/19 03:45:02,24.17,38.3,9.08,
4382,2021/06/19 04:00:02,24.19,38.0,8.98,
4383,2021/06/19 04:15:02,24.18,37.8,8.89,
4384,2021/06/19 04:30:02,24.19,37.8,8.90,
4385,2021/06/19 04:45:02,24.15,37.7,8.82,
4386,2021/06/19 05:00:02,24.21,37.9,8.96,
4387,2021/06/19 05:15:02,24.29,37.9,9.03,
4388,2021/06/19 05:30:02,24.32,37.7,8.98,
4389,2021/06/19 05:45:02,24.36,37.7,9.01,
4390,2021/06/19 06:00:02,24.31,37.8,9.01,
4391,2021/06/19 06:15:02,24.34,37.9,9.07,
4392,2021/06/19 06:30:02,24.49,37.6,9.09,
4393,2021/06/19 06:45:02,24.49,37.5,9.05,
4394,2021/06/19 07:00:02,24.56,37.5,9.11,
4395,2021/06/19 07:15:02,24.57,37.6,9.16,
4396,2021/06/19 07:30:02,24.54,37.6,9.13,
4397,2021/06/19 07:45:02,24.60,37.7,9.22,
4398,2021/06/19 08:00:02,24.62,37.5,9.16,
4399,2021/06/19 08:15:02,24.69,37.5,9.22,
4400,2021/06/19 08:30:02,24.79,37.3,9.23,
4401,2021/06/19 08:45:02,24.71,37.4,9.20,
4402,2021/06/19 09:00:02,24.89,37.1,9.24,
4403,2021/06/19 09:15:02,24.79,37.3,9.23,
4404,2021/06/19 09:30:02,24.73,37.3,9.18,
4405,2021/06/19 09:45:02,25.42,37.8,9.99,
4406,2021/06/19 10:00:02,24.66,37.0,9.00,
4407,2021/06/19 10:15:02,24.59,37.2,9.02,
4408,2021/06/19 10:30:02,24.74,36.9,9.03,
4409,2021/06/19 10:45:02,24.66,37.1,9.04,
4410,2021/06/19 11:00:02,24.84,36.9,9.12,
4411,2021/06/19 11:15:02,24.71,37.5,9.24,
4412,2021/06/19 11:30:02,24.86,37.3,9.30,
4413,2021/06/19 11:45:02,24.80,37.4,9.28,
4414,2021/06/19 12:00:02,25.00,37.8,9.62,
4415,2021/06/19 12:15:02,24.91,37.8,9.54,
4416,2021/06/19 12:30:02,24.91,37.6,9.46,
4417,2021/06/19 12:45:02,24.86,37.1,9.22,
4418,2021/06/19 13:00:02,24.83,37.3,9.27,
4419,2021/06/19 13:15:02,24.86,37.1,9.22,
4420,2021/06/19 13:30:02,24.94,37.1,9.29,
4421,2021/06/19 13:45:02,24.77,37.1,9.14,
4422,2021/06/19 14:00:02,25.13,37.0,9.42,
4423,2021/06/19 14:15:02,25.72,36.1,9.57,
4424,2021/06/19 14:30:02,25.81,35.9,9.57,
4425,2021/06/19 14:45:02,25.83,35.9,9.59,
4426,2021/06/19 15:00:02,25.77,36.0,9.57,
4427,2021/06/19 15:15:02,25.69,36.0,9.50,
4428,2021/06/19 15:30:02,25.63,36.1,9.49,
4429,2021/06/19 15:45:02,25.65,36.1,9.51,
4430,2021/06/19 16:00:02,25.49,36.2,9.41,
4431,2021/06/19 16:15:02,25.50,36.4,9.50,
4432,2021/06/19 16:30:02,25.50,36.4,9.50,
4433,2021/06/19 16:45:02,25.49,36.4,9.49,
4434,2021/06/19 17:00:02,25.42,36.5,9.47,
4435,2021/06/19 17:15:02,25.36,36.6,9.46,
4436,2021/06/19 17:30:02,25.45,36.4,9.46,
4437,2021/06/19 17:45:02,25.38,36.0,9.23,
4438,2021/06/19 18:00:02,25.63,38.0,10.26,
4439,2021/06/19 18:15:02,25.41,35.0,8.84,
4440,2021/06/19 18:30:02,25.22,36.1,9.13,
4441,2021/06/19 18:45:02,25.28,36.0,9.14,
4442,2021/06/19 19:00:02,25.28,35.9,9.10,
4443,2021/06/19 19:15:02,25.20,35.7,8.95,
4444,2021/06/19 19:30:02,25.18,35.7,8.93,
4445,2021/06/19 19:45:02,25.07,35.9,8.91,
4446,2021/06/19 20:00:02,25.08,35.8,8.88,
4447,2021/06/19 20:15:02,25.20,35.8,8.99,
4448,2021/06/19 20:30:02,24.90,36.3,8.93,
4449,2021/06/19 20:45:02,25.08,35.8,8.88,
4450,2021/06/19 21:00:02,25.07,35.7,8.83,
4451,2021/06/19 21:15:02,25.05,36.0,8.94,
4452,2021/06/19 21:30:02,25.01,35.9,8.86,
4453,2021/06/19 21:45:02,24.98,36.0,8.88,
4454,2021/06/19 22:00:02,24.49,37.0,8.85,
4455,2021/06/19 22:15:02,24.90,36.1,8.85,
4456,2021/06/19 22:30:02,24.97,35.8,8.79,
4457,2021/06/19 22:45:02,25.02,35.9,8.87,
4458,2021/06/19 23:00:02,24.95,35.8,8.77,
4459,2021/06/19 23:15:02,24.86,36.1,8.81,
4460,2021/06/19 23:30:02,24.91,35.7,8.69,
4461,2021/06/19 23:45:02,24.84,35.8,8.67,
4462,2021/06/20 00:00:02,23.70,37.8,8.46,
4463,2021/06/20 00:15:02,23.47,38.0,8.34,
4464,2021/06/20 00:30:02,23.46,38.0,8.33,
4465,2021/06/20 00:45:02,23.46,38.0,8.33,
4466,2021/06/20 01:00:02,23.59,38.1,8.48,
4467,2021/06/20 01:15:02,23.60,38.3,8.57,
4468,2021/06/20 01:30:02,23.56,38.2,8.49,
4469,2021/06/20 01:45:02,24.80,35.6,8.55,
4470,2021/06/20 02:00:02,23.92,37.3,8.46,
4471,2021/06/20 02:15:02,23.45,38.0,8.32,
4472,2021/06/20 02:30:02,23.57,38.1,8.46,
4473,2021/06/20 02:45:02,23.67,38.2,8.59,
4474,2021/06/20 03:00:02,23.57,38.2,8.50,
4475,2021/06/20 03:15:02,23.62,38.5,8.66,
4476,2021/06/20 03:30:02,23.73,38.7,8.84,
4477,2021/06/20 03:45:02,23.84,38.6,8.90,
4478,2021/06/20 04:00:02,23.81,38.7,8.91,
4479,2021/06/20 04:15:02,23.97,38.5,8.98,
4480,2021/06/20 04:30:02,23.92,38.2,8.81,
4481,2021/06/20 04:45:02,23.69,38.6,8.77,
